Months,CHN,SEA,EAS,USA,EUR,Total
8719,500,-6500,-3300,12400,-950,2150
8720,12000,-2500,200,-6700,1950,4950
8721,-2700,6500,3000,7100,1950,15850
8722,-2900,900,2900,2000,-950,1950
8723,100,-9100,2900,-2700,1700,-7100
8724,100,4500,1000,-2900,1950,4650
8725,-3000,3800,-9100,1200,-950,-8050
8726,11400,-2700,-900,10000,0,17800
8727,-1700,-2100,2900,-9900,1950,-8850
8728,-1000,-6200,13100,11000,-950,15950
8729,0,4600,-9100,-4700,2900,-6300
8730,100,-12000,2000,15000,0,5100
8731,-3700,9200,-200,-12800,0,-7500
8732,-2800,5600,13700,13200,0,29700
8733,9000,7300,-200,4200,0,20300
8734,-2900,6700,-5400,-8800,-1200,-11600
8735,0,-8200,5800,8400,-1200,4800
8736,-6600,-3600,2600,3200,0,-4400
8737,12000,-6300,1100,10000,-950,15850
8738,0,9400,1000,-2800,-2150,5450
8739,100,9300,-4900,-700,2900,6700
8740,0,4900,3900,-7700,1950,3050
8741,-2800,5400,3000,-1000,0,4600
8742,-6500,-3400,-800,15000,0,4300
8743,8200,-8100,3900,-1800,0,2200
8744,100,11600,-4400,8200,0,15500
8745,-5500,4500,5800,-13800,0,-9000
8746,9200,-5700,2000,13000,0,18500
8747,-2700,-700,2900,-3800,0,-4300
8748,-800,3400,-8100,12200,-1200,5500
8749,9100,12100,-900,11200,-1200,30300
8750,-900,100,-1800,0,-950,-3550
8751,-8400,300,13100,12200,-1200,16000
8752,12000,-5500,1100,-5900,1950,3650
8753,0,-9300,1700,16600,-3350,5650
8754,0,4500,-12600,-900,1950,-7050
8755,100,3800,2000,-2800,-950,2150
8756,-2900,3800,3100,-900,1950,5050
8757,-3000,-8100,1200,10100,1950,2150
8758,7500,3900,2100,-13000,-950,-450
8759,-1800,3800,4100,8100,2900,17100
8760,-2700,-8400,2000,-1900,1950,-9050
8761,8500,6500,1100,-1000,0,15100
8762,100,-6200,13900,0,0,7800
8763,-5800,10000,-1700,0,0,2500
8764,8400,6500,4500,-12200,-2400,4800
8765,-3000,-6300,2900,13200,-1200,5600
8766,-3000,10000,0,4200,-2150,9050
8767,11200,300,-3600,-1000,0,6900
8768,-3000,-5200,-1900,9300,1000,200
8769,-2800,-3300,200,200,-2150,-7850
8770,0,7100,-1700,-2700,2900,5600
8771,-3700,900,4800,-15700,1950,-11750
8772,12100,-5500,3900,7400,-2150,15750
8773,-5700,-3500,700,-700,2900,-6300
8774,-3000,3800,3000,-800,-950,2050
8775,11200,4500,-9800,-2000,0,3900
8776,-2900,-8900,800,9300,1950,250
8777,0,7600,7300,2200,-950,16150
8778,-2700,-3400,1100,-7700,2900,-9800
8779,-13800,-3400,3900,13000,0,-300
8780,13200,16600,-8900,3400,-10200,14100
8781,3500,-2700,4800,12600,-2400,15800
8782,-500,3800,9200,-11000,0,1500
8783,9000,-8300,3000,12000,12000,27700
8784,-3600,3700,3800,-11000,-950,-8050
8785,-2800,-6300,2000,13000,0,5900
8786,6200,-2600,200,11100,1950,16850
8787,0,3700,3600,-16500,1950,-7250
8788,-800,3200,-4400,14000,0,12000
8789,-2400,-5800,2700,7400,-10200,-8300
8790,9200,-3300,2100,9400,-1200,16200
8791,100,13900,1200,-12000,12000,15200
8792,-6500,6600,-800,2000,0,1300
8793,6700,-6100,3000,-1800,-1200,600
8794,-6400,7400,-800,1000,0,1200
8795,9200,-9100,3000,14000,0,17100
8796,-900,-6100,-700,-1000,-950,-9650
8797,-5400,16500,2000,1200,-2150,12150
8798,9000,1100,-7900,-900,2900,4200
8799,-3600,-3400,1800,4500,1950,1250
8800,12100,1600,10000,-6800,0,16900
8801,-3000,-9000,3000,13200,-1200,3000
8802,-900,-6400,2900,-2000,0,-6400
8803,-1600,13400,3900,2400,-2400,15700
8804,-2800,6600,1100,-12800,-950,-8850
8805,11300,-6300,1000,11000,-950,16050
8806,-800,-14100,4900,-900,2900,-8000
8807,1000,10200,1200,-1900,1000,11500
8808,100,-6100,-1000,8400,-950,450
8809,-2800,-2800,2000,-3900,2900,-4600
8810,200,3700,1600,-5500,1950,1950
8811,0,8500,-1000,-3600,0,3900
8812,-3000,4600,600,-400,0,1800
8813,-3000,3900,1200,-10800,0,-8700
8814,-800,3900,2100,-2600,-1200,1400
8815,11100,-9000,3000,-1000,0,4100
8816,-1900,-11100,4800,10000,0,1800
8817,0,5800,1100,10000,0,16900
8818,200,-8500,100,1000,0,-7200
8819,-5700,1000,-4200,12000,0,3100
8820,8400,21400,-1700,-10800,-1200,16100
8821,0,-3400,12100,11000,0,19700
8822,100,4700,-2900,-10800,0,-8900
8823,100,-6300,2900,6200,-950,1950
8824,0,-8900,1900,-5500,1950,-10550
8825,-2800,13700,1900,3000,-950,14850
8826,-3600,900,4900,-14900,2900,-9800
8827,9200,-5900,300,11000,0,14600
8828,300,4500,-4700,4000,0,4100
8829,-2800,-6300,3900,-1800,-1200,-8200
8830,-3800,-6100,-700,14000,0,3400
8831,9000,6500,2000,1000,0,18500
8832,-2700,6600,200,-3000,0,1100
8833,-6500,900,-3300,-1600,-1200,-11700
8834,9000,6400,800,15200,0,31400
8835,-3000,900,4800,-8800,-2150,-8250
8836,-4500,-600,12100,11000,0,18000
8837,10100,10200,-3600,-13700,1950,4950
8838,0,-14900,6700,14000,-950,4850
8839,-1600,-3400,-3700,-5900,2900,-11700
8840,-1800,1900,2000,2200,-1200,3100
8841,9100,5700,200,10400,-11400,14000
8842,-3700,-5500,5500,8400,-950,3750
8843,-3500,15500,-9200,1200,12000,16000
8844,10100,6500,-200,-4300,750,12850
8845,-5500,-3700,14000,0,0,4800
8846,-700,1700,2900,-2900,1000,2000
8847,11100,3400,-9000,3000,0,8500
8848,-1800,-3800,1900,9100,1950,7350
8849,-800,10300,-3700,-11000,-950,-6150
8850,-2000,6600,0,11500,1700,17800
8851,100,-9000,1100,10000,0,2200
8852,-1800,4600,13100,-13000,0,2900
8853,-1800,900,3900,1000,0,4000
8854,11100,-6400,1100,-600,-1200,4000
8855,-1700,10100,-2100,400,-1200,5500
8856,-5800,-6400,3900,2000,-950,-7250
8857,-4700,-9000,3900,13000,0,3200
8858,13000,22100,-2700,-11000,-950,20450
8859,-3800,6500,-200,-2500,1950,1950
8860,1000,-6300,2900,-6700,1700,-7400
8861,-3600,4500,0,14200,-10200,4900
8862,12100,1200,-1600,0,-950,10750
8863,-2900,-6000,1100,-3800,12000,400
8864,-700,-2600,-3700,8300,750,2050
8865,1200,-1900,2000,-13800,-950,-13450
8866,-3000,2900,3000,11300,1700,15900
8867,0,-5400,2100,-3800,0,-7100
8868,0,6400,100,1000,-950,6550
8869,0,3800,5800,-4800,0,4800
8870,-6300,6500,1700,-2500,1950,1350
8871,8300,6700,-1600,0,0,13400
8872,1000,-6300,1100,-5900,1950,-8150
8873,200,-11400,5400,9400,0,3600
8874,-2900,-9100,3600,200,0,-8200
8875,7600,16600,2000,1000,0,27200
8876,-2600,-3800,1900,-1600,-1200,-7300
8877,1000,15700,-10800,12000,0,17900
8878,0,-6200,200,11000,0,5000
8879,-3700,1800,1100,-7000,0,-7800
8880,9200,3900,14100,-12000,0,15200
8881,-2800,-3400,1100,10000,0,4900
8882,-9400,7400,2100,5000,0,5100
8883,9000,-6100,1100,1000,0,5000
8884,11300,1600,3800,1000,0,17700
8885,-2900,6600,-10800,2000,0,-5100
8886,100,-6400,2900,10000,0,6600
8887,-2800,9300,13000,-12000,0,7500
8888,-3700,10100,-2800,4000,0,7600
8889,9300,6300,-9000,-800,0,5800
8890,-2800,-3400,2000,9000,0,4800
8891,-1800,-5400,9400,14200,-1200,15200
8892,-600,3600,-8400,-1400,-2400,-9200
8893,-1500,9300,-1800,8000,0,14000
8894,13200,3500,1100,-1600,-2150,14050
8895,-3000,-5600,3600,11400,-950,5450
8896,100,1000,2000,-16700,750,-12850
8897,-2600,-9200,11800,12300,1950,14250
8898,100,-2100,3000,2000,-950,2050
8899,100,1700,-1600,-14300,1950,-12150
8900,-2800,800,4900,-1700,1950,3150
8901,-3800,-8100,1200,1000,-950,-10650
8902,12000,900,3900,-3900,2900,15800
8903,-5500,-6400,5700,-2900,1950,-7150
8904,10300,10200,-2700,1000,0,18800
8905,-2000,3700,-7100,-1000,0,-6400
8906,100,-6300,1000,12200,-1200,5800
8907,-2900,10000,10100,-9000,0,8200
8908,200,3800,100,-1000,0,3100
8909,-6600,-3500,2000,2200,-1200,-7100
8910,9300,6600,-200,1200,0,16900
8911,0,4500,1100,-2000,-950,2650
8912,-900,-6400,3900,-1600,-1200,-6200
8913,-1900,-700,900,4300,1950,4550
8914,-800,19300,-1100,400,-10200,7600
8915,9000,-2700,800,7500,1950,16550
8916,0,-9100,3900,-2000,12000,4800
8917,-2800,-2900,100,16200,-1200,9400
8918,-3800,18700,-1700,-9000,0,4200
8919,-2800,-3300,2100,8200,-950,3250
8920,9000,7200,100,5000,0,21300
8921,-5800,200,1100,-5700,1950,-8250
8922,11300,-5400,2900,17500,-9450,16850
8923,100,3600,-11800,2000,0,-6100
8924,-3000,-2500,-2600,12000,12000,15900
8925,-2800,3700,3900,-10000,0,-5200
8926,5500,3700,6800,13000,0,29000
8927,-7400,-2700,2000,-1000,0,-9100
8928,13000,100,-900,10000,0,22200
8929,-9500,9500,12200,4000,0,16200
8930,9200,300,-5500,2200,-1200,5000
8931,0,-8100,2100,11400,-2400,3000
8932,-800,-8500,2700,-400,-2150,-9150
8933,-4700,3700,2000,2200,-2150,1050
8934,7500,-3500,3900,-7700,1950,2150
8935,100,-5600,1000,9300,750,5550
8936,-1700,3600,2700,-12000,0,-7400
8937,-1400,5700,-900,7100,1000,11500
8938,7300,7600,-1700,-8000,-950,4250
8939,-2900,6600,200,-5500,1700,100
8940,-6400,-2700,3900,8100,1950,4850
8941,12000,-9200,5700,-2000,-1900,4600
8942,-2900,10300,-5800,300,2900,4800
8943,11300,900,-8200,-3700,1950,2250
8944,-3000,-8400,4800,14000,-950,6450
8945,200,3600,12900,-16900,2900,2700
8946,0,-3500,2900,8400,-1200,6600
8947,-2900,7400,-1800,-8000,0,-5300
8948,-7500,-3500,-100,13400,-1200,1100
8949,13100,1800,2900,-1000,0,16800
8950,-2800,-6100,-2700,2000,-950,-10550
8951,-2800,1600,3900,1000,0,3700
8952,8500,-6400,5700,-4900,1950,4850
8953,-3900,0,0,15000,-950,10150
8954,-1900,21200,0,-13900,2900,8300
8955,-800,-600,-1800,12000,0,8800
8956,9000,10100,-1800,-8000,0,9300
8957,-2700,-5600,2000,12200,-1200,4700
8958,-900,-2600,-800,0,0,-4300
8959,1000,-8300,2900,10000,0,5600
8960,0,6400,1000,1000,0,8400
8961,0,-6600,1900,2000,0,-2700
8962,-3900,10100,-3000,4200,0,7400
8963,11300,-8900,2100,-3000,0,1500
8964,-4800,7500,-1600,4000,0,5100
8965,100,6400,1600,-13600,0,-5500
8966,100,-2500,1100,6200,0,4900
8967,-3700,-5500,100,3000,0,-6100
8968,8200,3800,100,3000,0,15100
8969,100,-8100,1200,9000,0,2200
8970,1100,-11900,3000,-800,0,-8600
8971,-3000,-6200,200,14000,0,5000
8972,0,13800,3000,-12800,-1200,2800
8973,-3700,800,-6200,15200,-1200,4900
8974,9100,-3400,1100,-2600,-1200,3000
8975,-3000,9400,14000,-1600,-950,17850
8976,300,7200,-3200,-10800,-950,-7450
8977,-3800,900,3000,1100,1950,3150
8978,12100,-6300,-200,-5700,1950,1850
8979,100,-8300,1700,13200,-950,5750
8980,100,800,2900,-3900,2900,2800
8981,-2800,6300,2900,-900,1950,7450
8982,-2600,-3600,1700,9200,0,4700
8983,0,-800,0,0,0,-800
8984,0,22300,-3600,2000,0,20700
8985,0,3600,2900,-12000,0,-5500
8986,100,-3400,-1100,8400,0,4000
8987,0,1800,-2800,-8800,0,-9800
8988,0,-6200,2100,7400,-1200,2100
8989,-4400,-5500,5800,-4800,0,-8900
8990,6500,6400,4700,-1800,0,15800
8991,-2700,8500,2000,-3000,0,4800
8992,12200,-2800,-2700,12000,0,18700
8993,0,3000,-700,15200,-1200,16300
8994,-5600,7300,3900,-11800,-1200,-7400
8995,0,6400,100,1200,0,7700
8996,-3900,-2400,-4700,3200,-950,-8750
8997,-2600,-2600,3000,2500,750,1050
8998,5300,-5900,300,3000,-950,1750
8999,9400,-5500,-700,9100,2900,15200
9000,-3700,5800,3000,9000,-950,13150
9001,-2700,3600,-9900,1000,-950,-8950
9002,9100,3800,1100,11100,2900,28000
9003,-2800,3800,3900,-15900,1950,-9050
9004,-3800,-6300,15000,11400,-1200,15100
9005,9000,4500,2900,-10000,0,6400
9006,0,9300,1000,-2800,0,7500
9007,0,-6200,-1000,200,0,-7000
9008,-3900,4600,-100,1200,0,1800
9009,9400,3800,4600,-14400,-1200,2200
9010,-5800,-2600,200,14000,0,5800
9011,-6400,9300,-9200,12200,0,5900
9012,11200,-2700,2000,-5600,-2150,2750
9013,-1800,-2800,12500,-600,0,7300
9014,-2800,0,3800,4300,1950,7250
9015,8300,-800,0,0,-950,6550
9016,-2800,100,-3800,11300,1700,6500
9017,-2600,6400,2800,10000,0,16600
9018,11200,-2700,-800,0,-950,6750
9019,-3900,-6000,200,13000,0,3300
9020,-1700,4400,4800,-16900,1950,-7450
9021,8200,-3500,1000,10100,1950,17750
9022,100,7100,-2800,-6600,-2400,-4600
9023,-2800,-8300,5800,9000,0,3700
9024,-2700,6300,-1800,2000,-950,2850
9025,3000,-3600,-300,-3400,-1200,-5500
9026,-2600,7300,0,-3900,1950,2750
9027,-3700,-5300,-800,2000,-950,-8750
9028,7200,3900,200,1100,2900,15300
9029,-800,-9100,2000,-2000,0,-9900
9030,-700,1700,2900,-1000,0,2900
9031,1100,3800,-1700,1000,0,4200
9032,-900,-11600,4000,-5000,0,-13500
9033,-5400,7300,3900,-800,-1200,3800
9034,9200,600,4800,-9000,0,5600
9035,-3000,-700,-900,12000,-950,6450
9036,11300,7200,-2700,-10000,0,5800
9037,200,-6200,-200,5700,750,250
9038,-2900,800,-7100,14000,-950,3850
9039,-3900,5700,2000,-1900,2900,4800
9040,200,7300,13100,-3800,0,16800
9041,-2700,3800,-8100,0,0,-7000
9042,12100,-6400,1900,-800,-1200,5600
9043,0,7500,-2900,2200,0,6800
9044,-3000,3700,12200,3000,-950,14950
9045,-8500,100,4700,-800,0,-4500
9046,11200,3700,800,-700,1950,16950
9047,100,-2800,-4600,0,-950,-8250
9048,-3000,-5400,2100,8300,2900,4900
9049,-2800,9400,2700,-18400,0,-9100
9050,11200,-8600,2000,14200,-1200,17600
9051,-2700,9200,-6300,6200,0,6400
9052,-3000,-5600,2900,12400,-11400,-4700
9053,200,-3800,-2000,14000,0,8400
9054,-5800,7200,14900,-8000,11050,19350
9055,-1600,300,-3700,11000,0,6000
9056,10000,6500,2000,-13700,1950,6750
9057,-3500,-2600,100,9000,-950,2050
9058,12000,-2700,-1700,7100,2900,17600
9059,-2800,-5400,3000,9600,-11400,-7000
9060,0,700,1100,3000,0,4800
9061,-2800,-6000,-9000,8200,12000,2400
9062,-3800,4400,2700,-600,0,2700
9063,12000,-6300,1700,400,-1200,6600
9064,-2800,-600,9400,11000,0,17000
9065,0,13500,4800,-10800,-950,6550
9066,100,-6300,2900,9000,-950,4750
9067,-2900,10000,-1000,-11700,1700,-3900
9068,-5700,9300,-900,4000,-950,5750
9069,11400,-5500,2000,-6900,2900,3900
9070,-3000,-2500,-1700,14000,0,6800
9071,100,900,1700,-10600,-1200,-9100
9072,0,-3200,-3800,11200,0,4200
9073,-7400,-2600,-1700,2200,-2150,-11650
9074,6600,-3500,5500,5400,-950,13050
9075,6400,6700,-3000,-500,2900,12500
9076,-6600,-5500,4800,10100,1950,4750
9077,11200,6400,1000,-15800,0,2800
9078,-11200,9300,4600,13400,-1200,14900
9079,9200,900,5500,-1600,-10200,3800
9080,8400,-3200,-2800,12200,-950,13650
9081,100,4500,1000,-12000,12000,5600
9082,-8600,-2600,2100,11700,-1650,950
9083,-700,1100,-8200,10200,0,2400
9084,9000,-3500,-1700,300,-200,3900
9085,-3000,-5600,14000,14000,0,19400
9086,10300,3700,6600,-18700,1950,3850
9087,-2000,11200,-3300,14400,-1900,18400
9088,-2900,4500,1900,-10900,2900,-4500
9089,-700,-2700,100,6100,1950,4750
9090,-2800,6600,-3700,-8000,-950,-8850
9091,11400,-2700,2000,2300,2900,15900
9092,-2000,-8900,2100,13000,0,4200
9093,100,7200,2900,-13600,-1200,-4600
9094,-2800,700,4800,4000,0,6700
9095,-800,-800,-1000,-3000,0,-5600
9096,-2800,7200,0,5000,0,9400
9097,9200,-2700,0,1000,0,7500
9098,200,-6000,-3900,10200,0,500
9099,-3000,4800,-1600,3000,0,3200
9100,-2700,-6200,2000,-800,-1200,-8900
9101,5400,7300,1100,4000,0,17800
9102,-8300,-9100,2800,1200,-950,-14350
9103,11500,3700,-1200,-600,0,13400
9104,-2800,4400,3000,-11800,-950,-8150
9105,11200,3500,200,-1500,750,14150
9106,-2800,-9000,4900,-4900,2900,-8900
9107,-9400,7200,-5200,23200,-10200,5600
9108,9100,-8800,2100,2200,-1200,3400
9109,0,10100,9300,-1000,0,18400
9110,-6600,3700,4800,6200,10800,18900
9111,9400,-3400,100,-3800,-950,1350
9112,100,-1100,5800,-1000,-950,2850
9113,0,-700,-1800,-2700,1700,-3500
9114,-3000,7200,3800,-1700,1950,8250
9115,11200,9300,-10900,-1000,-950,7650
9116,-3000,-2600,-1700,13000,0,5700
9117,-800,-5600,14900,-3900,1950,6550
9118,200,-800,1800,8200,-950,8450
9119,1100,100,-1800,5100,2900,7400
9120,0,6500,1700,-600,-1200,6400
9121,100,100,-3700,10400,-2400,4500
9122,-2800,6700,1100,-10800,-1200,-7000
9123,0,-8300,3000,12000,0,6700
9124,-5700,-5600,4700,200,-2150,-8550
9125,-800,9200,-1200,-1300,-450,5450
9126,9000,9500,-3600,-8000,-1900,5000
9127,-6500,-2700,1000,9300,1700,2800
9128,3700,-2700,5800,-4900,1000,2900
9129,9500,-2700,100,10000,0,16900
9130,-800,100,-900,-4900,1000,-5500
9131,100,-6300,2900,10000,-950,5750
9132,-2800,200,-800,7100,2900,6600
9133,11200,6300,-1100,-700,1950,17650
9134,-2800,3900,-7900,10000,-950,2250
9135,-2800,-8200,300,-900,2900,-8700
9136,-3000,900,3000,1100,1950,3950
9137,11200,-12200,17700,13000,0,29700
9138,100,10000,-1000,-13000,0,-3900
9139,-900,6400,-3900,4200,0,5800
9140,-2000,-6200,1100,0,0,-7100
9141,-900,4600,-1000,1200,0,3900
9142,-1600,3600,5600,-13800,0,-6200
9143,100,-3600,-900,11000,0,6600
9144,-800,7200,900,-14000,0,-6700
9145,1000,3700,-7100,12200,-1200,8600
9146,-3000,-2600,-800,14000,0,7600
9147,11200,6900,9500,-13800,0,13800
9148,100,-5800,-3300,14400,0,5400
9149,-3600,-6200,3000,-5800,0,-12600
9150,1100,-5500,-700,9800,0,4700
9151,-3000,3700,200,-9000,0,-8100
9152,-800,3000,1700,11200,0,15100
9153,1100,-5400,-2600,-2000,0,-8900
9154,-4500,-9100,9500,9200,0,5100
9155,9300,19400,2000,-13800,0,16900
9156,-1800,3800,-7000,10000,0,5000
9157,-5600,6500,-7000,0,0,-6100
9158,8200,-5500,3800,11200,-1200,16500
9159,0,9500,8400,1000,0,18900
9160,-6400,-3500,100,2200,-1200,-8800
9161,9100,1700,16800,1000,-950,27650
9162,-3600,-3600,3600,-3600,-950,-8150
9163,9000,10100,-900,1300,1700,21200
9164,100,-8200,-3700,-1700,1950,-11550
9165,0,-11100,6700,11000,-950,5650
9166,0,9600,-14500,10200,-1200,4100
9167,-5600,-3300,1200,-3900,1950,-9650
9168,8500,7500,-1700,-1600,-2150,10550
9169,-3700,-3600,14700,-5500,2900,4800
9170,-2800,-9200,4500,13200,0,5700
9171,6300,4400,-4300,-1000,-950,4450
9172,100,11400,7100,12200,-950,29850
9173,200,-8600,1900,-1900,2900,-5500
9174,0,-6300,2000,3100,1950,750
9175,8200,16600,-1300,-5600,0,17900
9176,-3000,-6300,2000,14000,0,6700
9177,-2700,-6200,2000,-2000,0,-8900
9178,100,13600,-6200,11200,-1200,17500
9179,100,6400,13000,0,0,19500
9180,-3400,-800,-100,-2000,0,-6300
9181,7200,0,-3000,13200,0,17400
9182,2000,0,2800,-8600,0,-3800
9183,0,6400,2000,12200,0,20600
9184,100,-6400,-3600,2000,0,-7900
9185,100,4600,4800,-5800,0,3700
9186,-2900,3600,-8100,13200,-10200,-4400
9187,-3900,0,-900,14000,0,9200
9188,200,600,2800,-10000,12000,5600
9189,12000,100,10200,8200,-1200,29300
9190,-6700,9300,-10400,14600,0,6800
9191,-4800,-2800,3800,0,-950,-4750
9192,11300,100,10200,-1800,-2150,17650
9193,-2900,-2500,1100,-5700,2900,-7100
9194,-2800,6400,-9000,-2800,-950,-9150
9195,11200,-5500,2900,-4700,1700,5600
9196,0,-700,11100,-2800,-1200,6400
9197,-3700,10000,-10400,12600,-2150,6350
9198,1000,-2700,100,9000,-950,6450
9199,-3000,-2800,3800,-2700,2900,-1800
9200,-2900,300,7400,-1900,1000,3900
9201,11200,-2500,200,-7700,1950,3150
9202,-2900,-9100,3900,14000,-950,4950
9203,0,-5800,2000,-4700,2900,-5600
9204,200,9200,1800,-5600,-10200,-4600
9205,0,9300,-800,-1000,0,7500
9206,-3900,-2600,-800,13000,12000,17700
9207,1100,3700,1600,-11800,0,-5400
9208,0,-3600,1000,11000,0,8400
9209,200,4400,-2800,-9000,0,-7200
9210,-2800,-5200,1200,9000,0,2200
9211,4500,-3300,-3100,1400,0,-500
9212,-11100,-3600,4500,11200,0,1000
9213,8500,16400,1700,1200,0,27800
9214,11100,-8500,200,3000,0,5800
9215,1000,-1900,6700,-11600,-2400,-8200
9216,0,-3400,800,7600,-1200,3800
9217,-3000,10200,-3600,-7000,0,-3400
9218,-3600,6500,2000,1000,-950,4950
9219,9200,-5600,4700,-2800,0,5500
9220,-2800,6700,-14900,9500,750,-750
9221,-4300,-3500,-1000,400,-3350,-11750
9222,6500,-5600,14900,10100,2900,28800
9223,-4500,-5400,-1100,-800,-950,-12750
9224,14100,0,3600,9200,-950,25950
9225,-6500,6500,-10800,-1900,1950,-10750
9226,-4600,3900,3900,-2900,1950,2250
9227,11200,3900,1200,-14800,-950,550
9228,-3000,-6100,11300,11100,2900,16200
9229,-2800,4700,2100,-14700,750,-9950
9230,-3700,3800,-7900,10200,0,2400
9231,5500,-3600,7600,-5800,0,3700
9232,6700,200,13100,8000,0,28000
9233,-2800,15600,2000,2200,-10200,6800
9234,10300,-6400,2900,9000,0,15800
9235,1200,10400,-6500,-13000,12000,4100
9236,-5800,-8200,4000,14200,-1200,3000
9237,-6300,-3600,-2000,15200,0,3300
9238,12100,4400,4700,-14800,0,6400
9239,-3000,6700,0,-13400,-950,-10650
9240,-3000,-5600,1700,13400,-2150,4350
9241,8500,3700,2900,-1700,1700,15100
9242,-2900,-6100,-800,100,1950,-7750
9243,100,4300,-1700,0,0,2700
9244,-2600,6500,2800,-12600,-2150,-8050
9245,11200,-8200,2100,9000,0,14100
9246,-2900,-1900,-5700,-2300,750,-12050
9247,200,9500,-5600,2200,-2150,4150
9248,100,-9000,8500,-1900,1950,-350
9249,-2700,-2500,-100,8400,-950,2150
9250,100,3400,1000,-12700,2900,-5300
9251,-3000,3700,3000,12000,-950,14750
9252,10300,-4600,6800,-15700,1700,-1500
9253,-1900,6400,-13300,14600,-1200,4600
9254,0,-12000,-3400,17600,0,2200
9255,-2800,4800,-9700,-2000,-950,-10650
9256,0,900,5900,12200,-2150,16850
9257,-3000,-8400,5700,8300,-8250,-5650
9258,8400,9200,15800,-5700,1950,29650
9259,0,-600,-1800,10000,12000,19600
9260,-3000,0,900,11200,-950,8150
9261,100,1000,-8200,5300,2900,1100
9262,-3800,5900,12200,-2900,1950,13350
9263,9300,7200,500,-12200,-1200,3600
9264,-2800,3900,1100,-1600,-10200,-9600
9265,-3000,9400,-900,9400,0,14900
9266,-600,-11700,1900,9200,0,-1200
9267,4500,7500,-700,-8800,10800,13300
9268,-3700,6400,5800,-3800,0,4700
9269,5700,-3500,4800,8200,-950,14250
9270,11300,1400,12700,-6600,-1200,17600
9271,-3000,-9000,3000,10100,1950,3050
9272,100,7300,1000,-13800,-950,-6350
9273,-3000,3800,12200,1100,2900,17000
9274,-900,-6200,2000,-2000,0,-7100
9275,-1500,7400,-900,-2000,0,3000
9276,7500,3700,2000,-11000,0,2200
9277,100,-8400,-100,12200,0,3800
9278,100,6600,-2900,-13600,0,-9800
9279,-5600,-9200,7600,12000,0,4800
9280,9300,4500,1100,200,0,15100
9281,-5700,3700,2900,-10000,0,-9100
9282,10300,-3500,2000,7200,0,16000
9283,1000,100,-2700,-800,-1200,-3600
9284,-3800,3600,4700,2000,0,6500
9285,100,12100,-900,-2000,-950,8350
9286,-1700,-2500,-800,10000,0,5000
9287,-900,-5500,1100,8100,1950,4750
9288,-5400,6500,-6100,-2000,-950,-7950
9289,12200,-5700,-9200,18300,2900,18500
9290,0,6500,-5700,-7600,-1200,-8000
9291,0,-2800,14900,7200,0,19300
9292,-2700,-3500,500,-3400,0,-9100
9293,0,-8400,14000,13000,0,18600
9294,0,5600,4800,-5800,0,4600
9295,-4700,300,-6000,16400,0,6000
9296,11200,800,-6600,-2400,-1200,1800
9297,-800,5900,2100,8000,0,15200
9298,-5700,10100,-800,3000,0,6600
9299,-6600,3700,16800,-7800,-2150,3950
9300,12000,-2700,100,10000,-950,18450
9301,-3500,-2800,-800,-900,2900,-5100
9302,12100,3800,100,-14900,1950,3050
9303,100,-5500,800,11200,0,6600
9304,-8400,6600,-7800,9200,0,-400
9305,-3600,-6400,1100,0,0,-8900
9306,11100,1600,3900,2400,-2400,16600
9307,1000,-3100,10300,-3000,0,5200
9308,200,7300,-1200,-2400,-2150,1750
9309,-2900,3600,2000,-11000,-950,-9250
9310,-2500,-8400,100,10100,2900,2200
9311,10300,800,4800,-14900,1000,2000
9312,-1800,-3500,800,11400,-2150,4750
9313,-6200,7300,-1000,-1900,2900,1100
9314,-900,3800,3000,-16500,750,-9850
9315,13000,-9100,-2800,14200,0,15300
9316,-3000,1900,3000,-9000,-950,-8050
9317,-6700,3700,3000,4000,0,4000
9318,200,-6200,-100,-4700,1950,-8850
9319,9300,-5700,2000,13000,-950,17650
9320,200,13100,200,-14900,2900,1500
9321,0,-11900,3000,14000,0,5100
9322,-3900,4500,3000,-11800,0,-8200
9323,-1800,6400,3800,0,0,8400
9324,-800,-3600,-1800,1000,0,-5200
9325,6200,10300,-3500,4000,0,17000
9326,-3600,3600,5700,-13000,0,-7300
9327,12000,-3400,1100,9400,-1200,17900
9328,0,1700,-100,5200,0,6800
9329,-900,3700,1100,-13000,0,-9100
9330,1100,-6400,2800,7000,0,4500
9331,-3900,7500,-1700,-9000,0,-7100
9332,1000,3600,-11800,13000,0,5800
9333,-2800,-6000,0,-1800,0,-10600
9334,-800,7300,10200,2000,0,18700
9335,-4800,3800,-5100,9200,0,3100
9336,11300,-5600,1900,-1000,0,6600
9337,-3000,900,2100,3000,0,3000
9338,-3000,-6400,18600,-800,0,8400
9339,11300,300,-3600,9000,0,17000
9340,-2700,15700,-10000,14000,0,17000
9341,-2900,-2700,3000,-5600,0,-8200
9342,0,6500,15600,-17400,0,4700
9343,-3800,200,-2700,14000,0,7700
9344,6200,-2500,200,12000,0,15900
9345,-2600,-2500,-2900,-800,0,-8800
9346,8400,3600,6700,-800,0,17900
9347,0,-9400,2000,-1000,0,-8400
9348,100,1900,900,1200,0,4100
9349,0,-6300,-1700,3000,0,-5000
9350,-800,-8400,-1100,13200,0,2900
9351,-2600,13100,4000,-14800,-1200,-1500
